Symbol,Name,IPO Year,Market Cap,Volume,Sector,Industry
DYNT,Dynatronics Corporation Common Stock,,16692065,2344555,Health Care,Medical/Dental Instruments
DZSI,DZS Inc. Common Stock,,324820513,433889,Public Utilities,Telecommunications Equipment
EA,Electronic Arts Inc. Common Stock,,41452039703,3276656,Technology,Computer Software: Prepackaged Software
EACPU,Edify Acquisition Corp. Units,2021,0,257345,Finance,Business Services
EAR,Eargo Inc. Common Stock,2020,2084219989,251403,Health Care,Industrial Specialties
EAST,Eastside Distilling Inc. Common Stock,,14005968,240384,Consumer Non-Durables,Beverages (Production/Distribution)
EBAY,eBay Inc. Common Stock,1998,38906266633,11678984,Miscellaneous,Business Services
EBAYL,eBay Inc. 6.0% Notes Due 2056,,0,90823,Miscellaneous,Business Services
EBC,Eastern Bankshares Inc. Common Stock,2020,3006806279,876239,Finance,Savings Institutions
EBIX,Ebix Inc. Common Stock,,1631417234,1656719,Technology,EDP Services
EBMT,Eagle Bancorp Montana Inc. Common Stock,,144580690,9604,Finance,Major Banks
EBSB,Meridian Bancorp Inc. Common Stock,,821314202,238291,Finance,Major Banks
EBTC,Enterprise Bancorp Inc Common Stock,,308541504,13311,Finance,Major Banks
ECHO,Echo Global Logistics Inc. Common Stock,2009,732650977,368439,Transportation,Oil Refining/Marketing
ECOL,US Ecology Inc Common Stock,,1090641534,159611,Public Utilities,Environmental Services
ECOLW,US Ecology Inc. Warrant,,0,10293,Public Utilities,Environmental Services
ECOR,electroCore Inc. Common Stock,2018,122272489,3214026,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECPG,Encore Capital Group Inc Common Stock,,965102851,377679,Finance,Finance Companies
EDIT,Editas Medicine Inc. Common Stock,2016,3843024377,2640961,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDSA,Edesa Biotech Inc. Common Shares,,59455442,429501,Health Care,Major Pharmaceuticals
EDUC,Educational Development Corporation Common Stock,,113740239,30271,Consumer Durables,Consumer Specialties
EEFT,Euronet Worldwide Inc. Common Stock,1997,6839650157,601154,Finance,Investment Bankers/Brokers/Service
EFOI,Energy Focus Inc. Common Stock,,20656730,61291,Consumer Durables,Building Products
EFSC,Enterprise Financial Services Corporation Common Stock,,1127295773,148698,Finance,Major Banks
EGAN,eGain Corporation Common Stock,1999,342385004,327535,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc. Common Stock,,1352247382,174453,Finance,Major Banks
EGLE,Eagle Bulk Shipping Inc. Common Stock,,237497398,36679,Transportation,Marine Transportation
EGOV,NIC Inc Common Stock,1999,1851386415,434494,Miscellaneous,Business Services
EGRX,Eagle Pharmaceuticals Inc. Common Stock,2014,610852494,117628,Health Care,Major Pharmaceuticals
EHTH,eHealth Inc. Common Stock,2006,2025169955,892117,Finance,Specialty Insurers
EIGI,Endurance International Group Holdings Inc. Common Stock,2013,1342025207,751257,Technology,Computer Software: Prepackaged Software
EIGR,Eiger BioPharmaceuticals Inc. Common Stock,2014,320437176,182966,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EKSO,Ekso Bionics Holdings Inc. Common Stock,,77341664,106178,Capital Goods,Industrial Machinery/Components
ELDN,Eledon Pharmaceuticals Inc. Common Stock,2014,207875101,24993,Health Care,Major Pharmaceuticals
ELOX,Eloxx Pharmaceuticals Inc. Common Stock,,143345792,70371,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ELSE,Electro-Sensors Inc. Common Stock,,17419023,60373,Capital Goods,Industrial Machinery/Components
EMCF,Emclaire Financial Corp Common Stock,,73162311,143,Finance,Major Banks
EMKR,EMCORE Corporation Common Stock,1997,149509922,147476,Technology,Semiconductors
EML,Eastern Company (The) Common Stock,,147395152,7559,Capital Goods,Industrial Machinery/Components
ENFAU,890 5th Avenue Partners Inc. Unit,2021,0,266860,Finance,Business Services
ENG,ENGlobal Corporation Common Stock,,191822375,1640938,Consumer Services,Military/Government/Technical
ENOB,Enochian Biosciences Inc. Common Stock,,163695786,143393,Health Care,Major Pharmaceuticals
ENPH,Enphase Energy Inc. Common Stock,2012,24475671531,3469374,Technology,Semiconductors
ENSG,The Ensign Group Inc. Common Stock,2007,4413111872,208107,Health Care,Hospital/Nursing Management
ENTA,Enanta Pharmaceuticals Inc. Common Stock,2013,928180500,248602,Health Care,Major Pharmaceuticals
ENTG,Entegris Inc. Common Stock,2000,13684182122,1013355,Consumer Non-Durables,Plastic Products
ENVB,Enveric Biosciences Inc. Common Stock,,50314052,846946,Technology,Semiconductors
ENVIU,Environmental Impact Acquisition Corp. Unit,2021,0,241749,Finance,Business Services
EOLS,Evolus Inc. Common Stock,2018,220719951,518218,Health Care,Major Pharmaceuticals
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,,1167866679,691152,Miscellaneous,Industrial Machinery/Components
EOSEW,Eos Energy Enterprises Inc. Warrant,,0,35035,Miscellaneous,Industrial Machinery/Components
EPAY,Bottomline Technologies Inc. Common Stock,1999,2193873979,278925,Technology,Computer Software: Prepackaged Software
EPHYU,Epiphany Technology Acquisition Corp. Unit,2021,0,182064,Finance,Business Services
EPSN,Epsilon Energy Ltd. Common Share,,84699933,5038,Energy,Oil & Gas Production
EPZM,Epizyme Inc. Common Stock,2013,1154980040,724147,Health Care,Major Pharmaceuticals
EQ,Equillium Inc. Common Stock,2018,151085294,384529,Health Care,Major Pharmaceuticals
EQBK,Equity Bancshares Inc. Class A Common Stock,2015,347423061,51048,Finance,Major Banks
EQIX,Equinix Inc. Common Stock REIT,2000,65777563494,450097,Consumer Services,Real Estate Investment Trusts
ERES,East Resources Acquisition Company Class A Common Stock,2020,447637500,177361,Finance,Business Services
ERESU,East Resources Acquisition Company Unit,2020,0,12882,Finance,Business Services
ERESW,East Resources Acquisition Company Warrant,2020,0,86822,Finance,Business Services
ERIE,Erie Indemnity Company Class A Common Stock,,12857555643,61769,Finance,Specialty Insurers
ERII,Energy Recovery Inc. Common Stock,2008,787086914,224660,Technology,Industrial Machinery/Components
ESBK,Elmira Savings Bank Elmira NY Common Stock,,42778669,1934,Finance,Major Banks
ESCA,Escalade Incorporated Common Stock,,301099835,32970,Consumer Non-Durables,Recreational Products/Toys
ESPR,Esperion Therapeutics Inc. Common Stock,2013,831157227,1585190,Health Care,Major Pharmaceuticals
ESQ,Esquire Financial Holdings Inc. Common Stock,2017,170957960,22214,Finance,Commercial Banks
ESSA,ESSA Bancorp Inc. Common Stock,,152681714,28945,Finance,Banks
ESSC,East Stone Acquisition Corporation Ordinary Shares,2020,177566105,110213,Technology,Computer Software: Programming Data Processing
ESSCR,East Stone Acquisition Corporation Right,2020,0,191710,Technology,Computer Software: Programming Data Processing
ESSCU,East Stone Acquisition Corporation Unit,2020,0,0,Technology,Computer Software: Programming Data Processing
ESSCW,East Stone Acquisition Corporation Warrant,2020,0,232421,Technology,Computer Software: Programming Data Processing
ESXB,Community Bankers Trust Corporation Common Stock (VA),,159818360,70720,Finance,Major Banks
ETAC,E.Merge Technology Acquisition Corp. Class A Common Stock,2020,792480000,495537,Finance,Business Services
ETACU,E.Merge Technology Acquisition Corp. Unit,2020,0,32617,Finance,Business Services
ETACW,E.Merge Technology Acquisition Corp. Warrant,2020,0,188774,Finance,Business Services
ETNB,89bio Inc. Common Stock,2019,401950387,472108,Health Care,Major Pharmaceuticals
ETON,Eton Pharmaceuticals Inc. Common Stock,2018,220101015,141947,Health Care,Major Pharmaceuticals
ETSY,Etsy Inc. Common Stock,2015,25522072428,2982315,Miscellaneous,Business Services
ETTX,Entasis Therapeutics Holdings Inc. Common Stock,2018,116359446,347339,Health Care,Major Pharmaceuticals
EUCR,Eucrates Biomedical Acquisition Corp. Ordinary Shares,2020,0,8237,Finance,Business Services
EUCRU,Eucrates Biomedical Acquisition Corp. Unit,2020,0,16314,Finance,Business Services
EUCRW,Eucrates Biomedical Acquisition Corp. Warrant,2020,0,11597,Finance,Business Services
EUSGU,European Sustainable Growth Acquisition Corp. Unit,2021,0,234543,Finance,Business Services
EVBG,Everbridge Inc. Common Stock,2016,4733790864,260258,Technology,Computer Software: Prepackaged Software
EVER,EverQuote Inc. Class A Common Stock,2018,1270216052,391544,Technology,Computer Software: Programming Data Processing
EVFM,Evofem Biosciences Inc. Common Stock,2014,215392758,4542457,Health Care,Major Pharmaceuticals
EVGBC,Eaton Vance NextShares Trust Eaton Vance Global Income Builder NextShares,,0,0,,
EVLMC,Eaton Vance NextShares Trust II Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShares,,0,0,,
EVLO,Evelo Biosciences Inc. Common Stock,2018,859119790,309253,Health Care,Major Pharmaceuticals
EVOK,Evoke Pharma Inc. Common Stock,2013,79103420,360185,Health Care,Major Pharmaceuticals
EVOL,Evolving Systems Inc. Common Stock,1998,25000652,71668,Technology,EDP Services
EVOP,EVO Payments Inc. Class A Common Stock,2018,1025244029,680367,Miscellaneous,Business Services
EWBC,East West Bancorp Inc. Common Stock,,8757147927,1832144,Finance,Major Banks
EXAS,Exact Sciences Corporation Common Stock,2001,23548769864,1569446,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXC,Exelon Corporation Common Stock,,41013066345,5317644,Public Utilities,Power Generation
EXEL,Exelixis Inc. Common Stock,2000,6918440330,2030248,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EXLS,ExlService Holdings Inc. Common Stock,2006,2755140230,142376,Miscellaneous,Business Services
EXPC,Experience Investment Corp. Class A Common Stock,2019,510812500,2097992,Finance,Business Services
EXPCU,Experience Investment Corp. Unit,2019,0,5684,Finance,Business Services
EXPCW,Experience Investment Corp. Warrants,2019,0,205248,Finance,Business Services
EXPD,Expeditors International of Washington Inc. Common Stock,,15741709356,1128603,Transportation,Oil Refining/Marketing
EXPE,Expedia Group Inc. Common Stock,,17928821638,8106040,Consumer Services,Transportation Services
EXPI,eXp World Holdings Inc. Common Stock,,15076079825,852206,Finance,Real Estate
EXPO,Exponent Inc. Common Stock,,4391090591,328733,Consumer Services,Professional Services
EXTR,Extreme Networks Inc. Common Stock,1999,1033310351,3188309,Technology,Computer Communications Equipment
EYE,National Vision Holdings Inc. Common Stock,2017,3770686298,730269,Health Care,Ophthalmic Goods
EYEG,Eyegate Pharmaceuticals Inc. Common Stock,,44435512,53579,Health Care,Major Pharmaceuticals
EYEN,Eyenovia Inc. Common Stock,2018,156770781,93210,Health Care,Major Pharmaceuticals
EYES,Second Sight Medical Products Inc. Common Stock,2014,50605794,1374014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW,Second Sight Medical Products Inc. Warrants expiring 03/14/2024,,0,21389,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,,199018103,313860,Capital Goods,Biotechnology: Laboratory Analytical Instruments
EZPW,EZCORP Inc. Class A Non Voting Common Stock,1991,251905252,504468,Consumer Services,Other Specialty Stores
FANG,Diamondback Energy Inc. Commmon Stock,2012,9527428043,3632613,Energy,Oil & Gas Production
FARM,Farmer Brothers Company Common Stock,,93489485,236204,Consumer Non-Durables,Packaged Foods
FARO,FARO Technologies Inc. Common Stock,1997,1269499073,81032,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company Common Stock,1987,26784544174,3443335,Consumer Services,RETAIL: Building Materials
FAT,FAT Brands Inc. Common Stock,2017,125356177,55238,Consumer Services,Restaurants
FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,,0,10137,Consumer Services,Restaurants
FATBW,FAT Brands Inc. Warrant,,0,2400,Consumer Services,Restaurants
FATE,Fate Therapeutics Inc. Common Stock,2013,8397069333,1113006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FB,Facebook Inc. Class A Common Stock,2012,7.54798E+11,37647399,Technology,Computer Software: Programming Data Processing
FBIO,Fortress Biotech Inc. Common Stock,,306214698,550283,Health Care,Major Pharmaceuticals
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,,0,13807,Health Care,Major Pharmaceuticals
FBIZ,First Business Financial Services Inc. Common Stock,,158439617,15063,Finance,Major Banks
FBMS,First Bancshares Inc.,,662299876,57724,Finance,Major Banks
FBNC,First Bancorp Common Stock,1987,1002338331,130168,Finance,Major Banks
FBRX,Forte Biosciences Inc. Common Stock,2017,442270713,96052,Health Care,Major Pharmaceuticals
FBSS,Fauquier Bankshares Inc. Common Stock,,71530566,1419,Finance,Major Banks
FCAC,Falcon Capital Acquisition Corp. Class A Common Stock,2020,506718750,889856,Finance,Business Services
FCACU,Falcon Capital Acquisition Corp. Unit,2020,0,193884,Finance,Business Services
FCACW,Falcon Capital Acquisition Corp. Warrant,2020,0,198392,Finance,Business Services
FCAP,First Capital Inc. Common Stock,,168281636,4411,Finance,Savings Institutions
FCBC,First Community Bankshares Inc. (VA) Common Stock,,382870983,32300,Finance,Major Banks
FCBP,First Choice Bancorp Common Stock,,223704144,30661,Finance,Major Banks
FCCO,First Community Corporation Common Stock,,128878018,17491,Finance,Major Banks
FCCY,1st Constitution Bancorp (NJ) Common Stock,,157765284,23831,Finance,Savings Institutions
FCEL,FuelCell Energy Inc. Common Stock,,7086623255,51999323,Miscellaneous,Industrial Machinery/Components
FCFS,FirstCash Inc. Common Stock,1991,2431728423,782232,Consumer Services,Other Specialty Stores
FCNCA,First Citizens BancShares Inc. Class A Common Stock,,5970043029,39441,Finance,Major Banks
FCNCP,First Citizens BancShares Inc. Depositary Shares,,0,8827,Finance,Major Banks
FCRD,First Eagle Alternative Capital BDC Inc. Common Stock,,99360967,138691,,
FDBC,Fidelity D & D Bancorp Inc. Common Stock,,245900850,5715,Finance,Major Banks
FDMT,4D Molecular Therapeutics Inc. Common Stock,2020,1112736492,123855,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FDUS,Fidus Investment Corporation Common Stock,2011,319885566,127681,,
FDUSG,Fidus Investment Corporation 5.375% Notes Due 2024,,0,4348,,
FDUSZ,Fidus Investment Corporation 6% Notes due 2024,,0,6770,,
FEIM,Frequency Electronics Inc. Common Stock,,97286408,12662,Capital Goods,Electrical Products
FELE,Franklin Electric Co. Inc. Common Stock,,3234621973,160461,Consumer Durables,Metal Fabrications
FENC,Fennec Pharmaceuticals Inc. Common Stock,,186620410,89445,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FEYE,FireEye Inc. Common Stock,2013,4960352773,4087750,Technology,Computer peripheral equipment
FFBC,First Financial Bancorp. Common Stock,,1892732156,515085,Finance,Major Banks
FFBW,FFBW Inc. Common Stock (MD),2017,79231815,10136,Finance,Savings Institutions
FFIC,Flushing Financial Corporation Common Stock,,525144926,175407,Finance,Major Banks
FFIN,First Financial Bankshares Inc. Common Stock,,5528230671,468637,Finance,Major Banks
FFIV,F5 Networks Inc. Common Stock,1999,12403784588,666165,Technology,Computer Communications Equipment
FFNW,First Financial Northwest Inc. Common Stock,,124867650,20344,Finance,Major Banks
FFWM,First Foundation Inc. Common Stock,,926888749,119566,Finance,Major Banks
FGBI,First Guaranty Bancshares Inc. Common Stock,,157223823,5963,Finance,Savings Institutions
FGEN,FibroGen Inc Common Stock,2014,4458615075,908355,Health Care,Major Pharmaceuticals
FGF,FG Financial Group Inc. Common Stock,2014,18441394,72941,Finance,Property-Casualty Insurers
FGFPP,FG Financial Group Inc. 8.00% Cumulative Preferred Stock,,0,1467,Finance,Property-Casualty Insurers
FHB,First Hawaiian Inc. Common Stock,2016,3141278737,623969,Finance,Major Banks
FHTX,Foghorn Therapeutics Inc. Common Stock,2020,611408885,277942,Health Care,Major Pharmaceuticals
FIBK,First Interstate BancSystem Inc. Class A Common Stock,2010,2517654598,153760,Finance,Major Banks
FIII,Forum Merger III Corporation Class A Common stock,2020,402449925,1097038,Finance,Business Services
FIIIU,Forum Merger III Corporation Units,2020,0,4796,Finance,Business Services
FIIIW,Forum Merger III Corporation Warrant,2020,0,178230,Finance,Business Services
FINMU,Marlin Technology Corporation Unit,2021,0,373793,Finance,Business Services
FISI,Financial Institutions Inc. Common Stock,1999,378822756,70753,Finance,Major Banks
FISV,Fiserv Inc. Common Stock,1986,70372296890,6834864,Technology,EDP Services
FITB,Fifth Third Bancorp Common Stock,,21097696000,6342649,Finance,Major Banks
FITBI,Fifth Third Bancorp Depositary Shares,,0,50027,Finance,Major Banks
FITBO,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K,,0,18545,Finance,Major Banks
FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,,0,9779,Finance,Major Banks
FIVE,Five Below Inc. Common Stock,2012,9983709070,838457,Consumer Services,Department/Specialty Retail Stores
FIVN,Five9 Inc. Common Stock,2014,10935784915,986059,Technology,EDP Services
FIXX,Homology Medicines Inc. Common Stock,2018,563089372,229259,Health Care,Major Pharmaceuticals
FIZZ,National Beverage Corp. Common Stock,,7331214768,3327247,Consumer Non-Durables,Beverages (Production/Distribution)
FLACU,Frazier Lifesciences Acquisition Corporation Unit,2020,0,25846,Finance,Business Services
FLDM,Fluidigm Corporation Common Stock,2011,483255913,2860295,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FLGT,Fulgent Genetics Inc. Common Stock,2016,2245061934,1558916,Health Care,Medical Specialities
FLIC,First of Long Island Corporation (The) Common Stock,,409424260,51098,Finance,Major Banks
FLIR,FLIR Systems Inc. (DE) Common Stock,1993,6935378096,1700310,Capital Goods,Industrial Machinery/Components
FLL,Full House Resorts Inc. Common Stock,,171154283,361127,Consumer Services,Hotels/Resorts
FLMN,Falcon Minerals Corporation Class A Common Stock,2017,278945153,162536,Energy,Oil & Gas Production
FLMNW,Falcon Minerals Corporation Warrant,2017,0,6702,Energy,Oil & Gas Production
FLNT,Fluent Inc. Common Stock,,412971452,945648,Consumer Services,Advertising
FLRZ,F5 Finishes Inc.,,,0,,
FLUX,Flux Power Holdings Inc. Common Stock,,185022499,174850,Miscellaneous,Industrial Machinery/Components
FLWS,1-800-FLOWERS.COM Inc. Common Stock,1999,2088176959,3158936,Consumer Services,Other Specialty Stores
FLXN,Flexion Therapeutics Inc. Common Stock,2014,595270000,622628,Health Care,Major Pharmaceuticals
FLXS,Flexsteel Industries Inc. Common Stock,,253286844,24216,Consumer Durables,Home Furnishings
FMAO,Farmers & Merchants Bancorp Inc. Common Stock,,265353910,9412,Finance,Savings Institutions
FMBH,First Mid Bancshares Inc. Common Stock,,573390503,42405,Finance,Major Banks
FMBI,First Midwest Bancorp Inc. Common Stock,,1970565963,921963,Finance,Major Banks
FMBIO,First Midwest Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series C,,0,9918,Finance,Major Banks
FMBIP,First Midwest Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,,0,3741,Finance,Major Banks
FMNB,Farmers National Banc Corp. Common Stock,,384058510,69432,Finance,Major Banks
FMTX,Forma Therapeutics Holdings Inc. Common Stock,2020,1741527178,509860,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FNCB,FNCB Bancorp Inc. Common Stock,,122473713,22360,Finance,Major Banks
FNHC,FedNat Holding Company Common Stock,,72154182,75430,Finance,Property-Casualty Insurers
FNKO,Funko Inc. Class A Common Stock,2017,594335134,828512,Consumer Non-Durables,Recreational Products/Toys
FNLC,First Bancorp Inc  (ME) Common Stock,,266247140,15544,Finance,Major Banks
FNWB,First Northwest Bancorp Common Stock,2015,147065511,28574,Finance,Banks
FOCS,Focus Financial Partners Inc. Class A Common Stock,2018,3540975634,253994,Finance,Investment Managers
FOLD,Amicus Therapeutics Inc. Common Stock,2007,5029340873,2428685,Health Care,Major Pharmaceuticals
FONR,Fonar Corporation Common Stock,1981,116642505,32315,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FORD,Forward Industries Inc. Common Stock,,29856780,445825,Consumer Non-Durables,Plastic Products
FORE,Foresight Acquisition Corp.,,,0,,
FOREU,Foresight Acquisition Corp. Units,,,0,,
FOREW,Foresight Acquisition Corp.,,,0,,
FORM,FormFactor Inc. FormFactor Inc. Common Stock,2003,3327683871,509493,Technology,Semiconductors
FORR,Forrester Research Inc. Common Stock,1996,776386160,53120,Consumer Services,Diversified Commercial Services
FOSL,Fossil Group Inc. Common Stock,1993,754608063,5287583,Consumer Non-Durables,Consumer Specialties
FOX,Fox Corporation Class B Common Stock,,18230324046,2687156,Consumer Services,Broadcasting
FOXA,Fox Corporation Class A Common Stock,,18992401603,8415289,Consumer Services,Broadcasting
FOXF,Fox Factory Holding Corp. Common Stock,2013,5097185542,172117,Consumer Non-Durables,Motor Vehicles
FOXWU,FoxWayne Enterprises Acquisition Corp. Unit,2021,0,67565,Finance,Business Services
FPAY,FlexShopper Inc. Common Stock,,62157440,183732,Technology,Diversified Commercial Services
FPRX,Five Prime Therapeutics Inc. Common Stock,2013,735061359,829919,Health Care,Major Pharmaceuticals
FRAF,Franklin Financial Services Corporation Common Stock,,120644366,12154,Finance,Major Banks
FRBA,First Bank Common Stock,2013,188866740,22909,,
FRBK,Republic First Bancorp Inc. Common Stock,,167750367,177179,Finance,Major Banks
FREE,Whole Earth Brands Inc. Class A Common Stock,2019,455356028,459814,Consumer Non-Durables,Specialty Foods
FREEW,Whole Earth Brands Inc. Warrant,2019,,335088,Consumer Non-Durables,Specialty Foods
FREQ,Frequency Therapeutics Inc. Common Stock,2019,1366255026,284315,Health Care,Major Pharmaceuticals
FRG,Franchise Group Inc. Common Stock,,1460799140,240196,Miscellaneous,Multi-Sector Companies
FRGAP,Franchise Group Inc. 7.50% Series A Cumulative Perpetual Preferred Stock,,0,119859,,
FRGI,Fiesta Restaurant Group Inc. Common Stock,,388553212,137200,Consumer Services,Restaurants
FRME,First Merchants Corporation Common Stock,,2103039925,225492,Finance,Major Banks
FROG,JFrog Ltd. Ordinary Shares,2020,5893815223,923974,Technology,Computer Software: Prepackaged Software
FRPH,FRP Holdings Inc. Common Stock,,414032205,12018,Finance,Real Estate
FRPT,Freshpet Inc. Common Stock,2014,5920436657,240758,Consumer Non-Durables,Packaged Foods
FRTA,Forterra Inc. Common Stock,2016,1271442251,350454,Capital Goods,Building Materials
FSBW,FS Bancorp Inc. Common Stock,2012,229852878,15902,Finance,Banks
FSDC,FS Development Corp. Class A Common Stock,2020,182383835,98076,Health Care,Major Pharmaceuticals
FSEA,First Seacoast Bancorp Common Stock,2019,53778140,1723,Finance,Savings Institutions
FSFG,First Savings Financial Group Inc. Common Stock,,144275127,3511,Finance,Savings Institutions
FSLR,First Solar Inc. Common Stock,2006,11138095362,3394435,Technology,Semiconductors
FSRV,FinServ Acquisition Corp. Class A Common Stock,2019,500427200,663166,Finance,Business Services
FSRVU,FinServ Acquisition Corp. Unit,2019,0,1620,Finance,Business Services
FSRVW,FinServ Acquisition Corp. Warrant,2019,0,232001,Finance,Business Services
FSSIU,Fortistar Sustainable Solutions Corp. Unit,2021,0,185449,,
FSTR,L.B. Foster Company Common Stock,,162477343,44585,Basic Industries,Metal Fabrications
FSTX,F-star Therapeutics Inc. Common Stock,2016,74286723,28350,Health Care,Major Pharmaceuticals
FTCV,FinTech Acquisition Corp. V Class A Common Stock,2021,0,40476,Finance,Business Services
FTCVU,FinTech Acquisition Corp. V Unit,2020,0,53519,Finance,Business Services
FTCVW,FinTech Acquisition Corp. V Warrant,2021,0,69648,Finance,Business Services
FTDR,frontdoor inc. Common Stock,,4822617392,708437,Finance,Diversified Commercial Services
FTEK,Fuel Tech Inc. Common Stock,,127952004,1245702,Capital Goods,Pollution Control Equipment
FTHM,Fathom Holdings Inc. Common Stock,2020,541462339,97312,Finance,Real Estate
FTIV,FinTech Acquisition Corp. IV Class A Common Stock,2020,364538400,277105,Finance,Business Services
FTIVU,FinTech Acquisition Corp. IV Unit,2020,0,125329,Finance,Business Services
FTIVW,FinTech Acquisition Corp. IV Warrant,2020,0,120792,Finance,Business Services
FTNT,Fortinet Inc. Common Stock,2009,24111183100,587009,Technology,Computer peripheral equipment
FTOC,FTAC Olympus Acquisition Corp. Class A Ordinary Shares,2020,1186988398,3987622,Finance,Business Services
FTOCU,FTAC Olympus Acquisition Corp. Unit,2020,0,988507,Finance,Business Services
FTOCW,FTAC Olympus Acquisition Corp. Warrant,2020,0,634117,Finance,Business Services
FULC,Fulcrum Therapeutics Inc. Common Stock,2019,359457615,572149,Health Care,Major Pharmaceuticals
FULT,Fulton Financial Corporation Common Stock,,2204713000,1028177,Finance,Major Banks
FULTP,Fulton Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,,0,791,Finance,Major Banks
FUNC,First United Corporation Common Stock,,112196147,12197,Finance,Major Banks
FUND,Sprott Focus Trust Inc. Common Stock,,218614863,52773,Consumer Services,Miscellaneous
FUSB,First US Bancshares Inc. Common Stock,,53056616,7419,Finance,Major Banks
FUV,Arcimoto Inc. Common Stock,2017,774300565,1487951,Consumer Non-Durables,Motor Vehicles
FVAM,5:01 Acquisition Corp. Class A Common Stock,2020,115657615,7746,Finance,Business Services
FVCB,FVCBankcorp Inc. Common Stock,,208511761,54625,Finance,Major Banks
FVE,Five Star Senior Living Inc. Common Stock,,223529031,151940,Health Care,Hospital/Nursing Management
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,,8508657530,144172,Consumer Services,Broadcasting
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,,9475181689,869266,Consumer Services,Broadcasting
FWRD,Forward Air Corporation Common Stock,,2037774120,142478,Transportation,Oil Refining/Marketing
FXNC,First National Corporation Common Stock,,87545070,910,Finance,Major Banks
GABC,German American Bancorp Inc. Common Stock,,905240388,86010,Finance,Major Banks
GAIA,Gaia Inc. Class A Common Stock,1999,178017785,100416,Consumer Services,Movies/Entertainment
GAIN,Gladstone Investment Corporation Business Development Company,2005,345996340,144986,,
GAINL,Gladstone Investment Corporation 6.375% Series E Cumulative Term Preferred Stock due 2025,,0,2461,,
GAINM,Gladstone Investment Corporation 6.25% Series D Cumulative Term Preferred Stock,,0,286,,
GALT,Galectin Therapeutics Inc. Common Stock,,113012569,285647,Health Care,Major Pharmaceuticals
GBCI,Glacier Bancorp Inc. Common Stock,,4581821097,384773,Finance,Major Banks
GBDC,Golub Capital BDC Inc. Common Stock,2010,2405191768,489036,,
GBIO,Generation Bio Co. Common Stock,2020,1448628350,697331,Health Care,Major Pharmaceuticals
GBNY,Generations Bancorp NY Inc. Common Stock,2021,24974330,846,Finance,Major Banks
GBS,GBS Inc. Common Stock,2020,83557322,157268,Health Care,Medical/Dental Instruments
GBT,Global Blood Therapeutics Inc. Common Stock,2015,2987240055,2002016,Health Care,Major Pharmaceuticals
GCBC,Greene County Bancorp Inc. Common Stock,,206450290,12598,Finance,Banks
GCMG,GCM Grosvenor Inc. Class A Common Stock,,2386585400,231265,Finance,Investment Managers
GCMGW,GCM Grosvenor Inc. Warrant,,0,87668,Finance,Investment Managers
GDEN,Golden Entertainment Inc. Common Stock,,499077027,112611,Consumer Services,Services-Misc. Amusement & Recreation
GDRX,GoodRx Holdings Inc. Class A Common Stock,2020,18879071183,2159295,Technology,EDP Services
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,2018,664492876,80657,Technology,Computer Software: Prepackaged Software
GDYNW,Grid Dynamics Holdings Inc. Warrant,2018,0,4627,Technology,Computer Software: Prepackaged Software
GECC,Great Elm Capital Corp. Common Stock,,69881562,154870,,
GECCL,Great Elm Capital Corp. 6.50% Notes due 2022,,0,455,,
